type,latitude,longitude,altitude (ft),name,desc
W,21.3156667,-157.8597778,,O Offspring,
W,21.3166111,-157.8597222,,O Offspring,
W,21.3164722,-157.8596389,,O Offspring,
W,21.3165,-157.8596389,,O Offspring,
W,21.3169722,-157.86,,O Offspring,
W,21.3166111,-157.8599444,,O Offspring,
W,21.3170556,-157.8601389,,O Offspring,
W,21.3173889,-157.8596389,,O Offspring,
W,21.3165278,-157.8596389,,O Offspring,
W,21.3180833,-157.8588611,,O Offspring,
W,21.318,-157.8589722,,O Offspring,
W,21.3183611,-157.8588611,,O Offspring,
W,21.31825,-157.8589167,,O Offspring,
W,21.3182222,-157.8589722,,O Offspring,
W,21.3178333,-157.8586389,,O Offspring,
W,21.307115,-157.816662,,O Offspring,
W,21.3096944,-157.8110833,,O Offspring,
W,21.2940278,-157.8181111,,O Offspring,
W,21.2930278,-157.8183333,,O Offspring,
W,21.2934722,-157.8180278,,O Offspring,
W,21.3002778,-157.8187222,,O Offspring,
W,21.3006667,-157.8187778,,O4,
W,21.2998056,-157.8196389,,O Offspring,
W,21.2997778,-157.8196389,,O Offspring,
W,21.2997778,-157.8196111,,O Offspring,
W,21.2997778,-157.8196667,,O Offspring,
W,21.2998056,-157.8196111,,O Offspring,
W,21.2998056,-157.8195833,,O Offspring,
W,21.2998333,-157.8195833,,O Offspring,
W,21.2997778,-157.8195833,,O Offspring,
W,21.2998333,-157.8197778,,O Offspring,
W,21.2998056,-157.8195833,,O Offspring,<div>All the points here were less than a year old and in chicken holes<br></div>
W,21.2997778,-157.8197778,,O Offspring,
W,21.2998056,-157.8196667,,O Offspring,
W,21.2998056,-157.8196944,,O Offspring,
W,21.2997778,-157.8196944,,O Offspring,
W,21.2998056,-157.8197222,,O Offspring,
W,21.2998056,-157.8197778,,O Offspring,
W,21.2998333,-157.8197222,,O Offspring,
W,21.2998056,-157.81975,,O Offspring,
W,21.2997778,-157.81975,,O Offspring,
W,21.2997778,-157.8197222,,O Offspring,
W,21.2997222,-157.8197778,,O Offspring,
W,21.2997778,-157.8197222,,O Offspring,<div>No other specimens in the chicken holes near by<br></div>
W,21.2995278,-157.8188056,,O Offspring,
W,21.29975,-157.8187778,,O Offspring,
W,21.2997222,-157.8186111,,O Offspring,
W,21.2996944,-157.8185833,,O Offspring,
W,21.29975,-157.8185556,,O Offspring,
W,21.2985833,-157.8177222,,O Offspring,
W,21.2985833,-157.8176944,,O Offspring,
W,21.2985556,-157.8175,,O Offspring,
W,21.2996111,-157.8137778,,O Offspring,
W,21.2995556,-157.8138056,,O Offspring,
W,21.29625,-157.8196111,,O40,
W,21.29625,-157.8194444,,O39,
W,21.2962778,-157.8193889,,O38,
W,21.29625,-157.8191111,,O37,
W,21.29625,-157.8191667,,O Offspring,
W,21.29625,-157.8191944,,O Offspring,
W,21.2962222,-157.8192222,,O Offspring,
W,21.29625,-157.8191389,,O Offspring,
W,21.2961389,-157.8190278,,O Offspring,
W,21.2962222,-157.8186667,,O Offspring,
W,21.2961667,-157.8186944,,O Offspring,
W,21.2961944,-157.8184444,,O Offspring,
W,21.2961944,-157.8183611,,O Offspring,
W,21.2961944,-157.8182778,,O Offspring,
W,21.2962222,-157.8185556,,O Offspring,
W,21.2962222,-157.8185,,O Offspring,
W,21.2960833,-157.8182778,,O Offspring,
W,21.2961389,-157.8184167,,O Offspring,
W,21.2961111,-157.8183889,,O Offspring,
W,21.2961389,-157.8183611,,O Offspring,
W,21.2961389,-157.8183889,,O Offspring,
W,21.2961667,-157.8185833,,O Offspring,
W,21.2961389,-157.8185556,,O Offspring,
W,21.2961389,-157.8185278,,O Offspring,
W,21.2960556,-157.8185,,O Offspring,
W,21.2960833,-157.8184722,,O Offspring,
W,21.2959722,-157.8185,,O Offspring,
W,21.296,-157.8184722,,O Offspring,
W,21.2960278,-157.8184722,,O Offspring,
W,21.2961111,-157.8184722,,O Offspring,
W,21.2960556,-157.8184722,,O Offspring,
W,21.2961111,-157.8184444,,O Offspring,
W,21.2958056,-157.8188333,,O Offspring,
W,21.2958056,-157.8187778,,O Offspring,
W,21.2958056,-157.8186944,,O Offspring,
W,21.2957778,-157.8186667,,O Offspring,
W,21.2957778,-157.8185833,,O Offspring,
W,21.2957778,-157.8184722,,O Offspring,
W,21.2957778,-157.8185278,,O Offspring,
W,21.2958056,-157.81875,,O Offspring,
W,21.2957778,-157.8186111,,O Offspring,
W,21.29575,-157.8184167,,O Offspring,
W,21.296,-157.8183333,,O Offspring,
W,21.2958611,-157.8183611,,O Offspring,
W,21.2960833,-157.8183333,,O Offspring,
W,21.2959444,-157.8183333,,O Offspring,
W,21.2961389,-157.8183333,,O Offspring,
W,21.29525,-157.8168333,,O Offspring,
W,21.2960833,-157.8169722,,O Offspring,
W,21.2962222,-157.8173889,,O Offspring,
W,21.2960556,-157.8175278,,O Offspring,
W,21.2960556,-157.8176111,,O Offspring,
W,21.2960556,-157.8176389,,O Offspring,
W,21.2961667,-157.8178611,,O Offspring,
W,21.3006667,-157.8143333,,O Offspring,
W,21.3011111,-157.8143056,,O Offspring,
W,21.2970556,-157.81775,,O Offspring,
W,21.2968611,-157.8203333,,O Offspring,
W,21.297007,-157.817642,,O Offspring,
W,21.2967778,-157.8216944,,O Offspring,
W,21.2966667,-157.8215556,,O Offspring,
W,21.29525,-157.821,,O Offspring,
W,21.2963056,-157.8212778,,O Offspring,
W,21.2961389,-157.8193333,,O Offspring,
W,21.2961111,-157.8192222,,O Offspring,
W,21.2961389,-157.8196111,,O Offspring,
W,21.2960556,-157.8196389,,O Offspring,
W,21.2960833,-157.8196389,,O Offspring,
W,21.2960556,-157.8196667,,O Offspring,
W,21.2958889,-157.8195833,,O Offspring,
W,21.2960278,-157.8196667,,O Offspring,
W,21.2960278,-157.8190556,,O Offspring,
W,21.2959444,-157.8189722,,O Offspring,
W,21.296,-157.8190556,,O Offspring,
W,21.2958333,-157.8189722,,O Offspring,
W,21.2958611,-157.8190833,,O Offspring,
W,21.2958889,-157.8189722,,O Offspring,
W,21.2958611,-157.8196944,,O Offspring,
W,21.2959444,-157.8197778,,O Offspring,
W,21.2958889,-157.81975,,O Offspring,
W,21.2961111,-157.81975,,O Offspring,
W,21.2960833,-157.8197778,,O Offspring,
W,21.2960278,-157.8197778,,O Offspring,
W,21.2959722,-157.8197778,,O Offspring,
W,21.296,-157.8197778,,O Offspring,
W,21.2969722,-157.8177222,,O Offspring,
W,21.3015,-157.8158611,,O Offspring,
W,21.2943333,-157.8182222,,O Offspring,
W,21.2933611,-157.819,,O Offspring,
