Name,Description,longitude,latitude
O Offspring,,-157.8597778,21.3156667
O Offspring,,-157.8597222,21.3166111
O Offspring,,-157.8596389,21.3164722
O Offspring,,-157.8596389,21.3165
O Offspring,,-157.86,21.3169722
O Offspring,,-157.8599444,21.3166111
O Offspring,,-157.8601389,21.3170556
O Offspring,,-157.8596389,21.3173889
O Offspring,,-157.8596389,21.3165278
O Offspring,,-157.8588611,21.3180833
O Offspring,,-157.8589722,21.318
O Offspring,,-157.8588611,21.3183611
O Offspring,,-157.8589167,21.31825
O Offspring,,-157.8589722,21.3182222
O Offspring,,-157.8586389,21.3178333
O Offspring,,-157.816662,21.307115
O Offspring,,-157.8110833,21.3096944
O Offspring,,-157.8181111,21.2940278
O Offspring,,-157.8183333,21.2930278
O Offspring,,-157.8180278,21.2934722
O Offspring,,-157.8187222,21.3002778
O4,,-157.8187778,21.3006667
O Offspring,,-157.8196389,21.2998056
O Offspring,,-157.8196389,21.2997778
O Offspring,,-157.8196389,21.2998056
O Offspring,,-157.8196389,21.2997778
O Offspring,,-157.8196389,21.2997778
O Offspring,,-157.8196111,21.2997778
O Offspring,,-157.8196111,21.2997778
O Offspring,,-157.8196389,21.2997778
O Offspring,,-157.8196667,21.2997778
O Offspring,,-157.8196111,21.2997778
O Offspring,,-157.8196111,21.2998056
O Offspring,,-157.8196111,21.2997778
O Offspring,,-157.8195833,21.2998056
O Offspring,,-157.8195833,21.2998333
O Offspring,,-157.8195833,21.2998056
O Offspring,,-157.8196111,21.2998056
O Offspring,,-157.8195833,21.2997778
O Offspring,,-157.8195833,21.2997778
O Offspring,,-157.8197778,21.2998333
O Offspring,<div>All the points here were less than a year old and in chicken holes<br></div>,-157.8195833,21.2998056
O Offspring,,-157.8197778,21.2997778
O Offspring,,-157.8196667,21.2998056
O Offspring,,-157.8196944,21.2998056
O Offspring,,-157.8196944,21.2997778
O Offspring,,-157.8197222,21.2998056
O Offspring,,-157.8197778,21.2998056
O Offspring,,-157.8197222,21.2998333
O Offspring,,-157.8196944,21.2997778
O Offspring,,-157.81975,21.2998056
O Offspring,,-157.81975,21.2997778
O Offspring,,-157.8197222,21.2997778
O Offspring,,-157.8197778,21.2997222
O Offspring,<div>No other specimens in the chicken holes near by<br></div>,-157.8197222,21.2997778
O Offspring,,-157.8188056,21.2995278
O Offspring,,-157.8187778,21.29975
O Offspring,,-157.8186111,21.2997222
O Offspring,,-157.8185833,21.2996944
O Offspring,,-157.8185556,21.29975
O Offspring,,-157.8177222,21.2985833
O Offspring,,-157.8176944,21.2985833
O Offspring,,-157.8175,21.2985556
O Offspring,,-157.8137778,21.2996111
O Offspring,,-157.8138056,21.2995556
O40,,-157.8196111,21.29625
O39,,-157.8194444,21.29625
O38,,-157.8193889,21.2962778
O37,,-157.8191111,21.29625
O Offspring,,-157.8191667,21.29625
O Offspring,,-157.8191944,21.29625
O Offspring,,-157.8192222,21.2962222
O Offspring,,-157.8191389,21.29625
O Offspring,,-157.8190278,21.2961389
O Offspring,,-157.8186667,21.2962222
O Offspring,,-157.8186944,21.2961667
O Offspring,,-157.8184444,21.2961944
O Offspring,,-157.8183611,21.2961944
O Offspring,,-157.8182778,21.2961944
O Offspring,,-157.8185556,21.2962222
O Offspring,,-157.8185,21.2962222
O Offspring,,-157.8182778,21.2960833
O Offspring,,-157.8184167,21.2961389
O Offspring,,-157.8183889,21.2961111
O Offspring,,-157.8183611,21.2961389
O Offspring,,-157.8183889,21.2961389
O Offspring,,-157.8185833,21.2961667
O Offspring,,-157.8185556,21.2961389
O Offspring,,-157.8185833,21.2961667
O Offspring,,-157.8185278,21.2961389
O Offspring,,-157.8185,21.2960556
O Offspring,,-157.8184722,21.2960833
O Offspring,,-157.8185,21.2959722
O Offspring,,-157.8184722,21.296
O Offspring,,-157.8184722,21.2960278
O Offspring,,-157.8184722,21.2961111
O Offspring,,-157.8184722,21.2960556
O Offspring,,-157.8184444,21.2961111
O Offspring,,-157.8185,21.2959722
O Offspring,,-157.8188333,21.2958056
O Offspring,,-157.8187778,21.2958056
O Offspring,,-157.8187778,21.2958056
O Offspring,,-157.8186944,21.2958056
O Offspring,,-157.8186944,21.2958056
O Offspring,,-157.8186667,21.2957778
O Offspring,,-157.8185833,21.2957778
O Offspring,,-157.8184722,21.2957778
O Offspring,,-157.8185278,21.2957778
O Offspring,,-157.81875,21.2958056
O Offspring,,-157.8186111,21.2957778
O Offspring,,-157.8184167,21.29575
O Offspring,,-157.8183333,21.296
O Offspring,,-157.8183611,21.2958611
O Offspring,,-157.8183333,21.2960833
O Offspring,,-157.8183333,21.2959444
O Offspring,,-157.8183333,21.2961389
O Offspring,,-157.8168333,21.29525
O Offspring,,-157.8169722,21.2960833
O Offspring,,-157.8173889,21.2962222
O Offspring,,-157.8175278,21.2960556
O Offspring,,-157.8176111,21.2960556
O Offspring,,-157.8176389,21.2960556
O Offspring,,-157.8178611,21.2961667
O Offspring,,-157.8143333,21.3006667
O Offspring,,-157.8143056,21.3011111
O Offspring,,-157.81775,21.2970556
O Offspring,,-157.8203333,21.2968611
O Offspring,,-157.817642,21.297007
O Offspring,,-157.8216944,21.2967778
O Offspring,,-157.8215556,21.2966667
O Offspring,,-157.821,21.29525
O Offspring,,-157.8212778,21.2963056
O Offspring,,-157.8193333,21.2961389
O Offspring,,-157.8192222,21.2961111
O Offspring,,-157.8196111,21.2961389
O Offspring,,-157.8196389,21.2960556
O Offspring,,-157.8196389,21.2960833
O Offspring,,-157.8196667,21.2960556
O Offspring,,-157.8195833,21.2958889
O Offspring,,-157.8196667,21.2960278
O Offspring,,-157.8190556,21.2960278
O Offspring,,-157.8189722,21.2959444
O Offspring,,-157.8189722,21.2959444
O Offspring,,-157.8190556,21.296
O Offspring,,-157.8189722,21.2958333
O Offspring,,-157.8190833,21.2958611
O Offspring,,-157.8189722,21.2958889
O Offspring,,-157.8196944,21.2958611
O Offspring,,-157.8197778,21.2959444
O Offspring,,-157.81975,21.2958889
O Offspring,,-157.81975,21.2961111
O Offspring,,-157.8197778,21.2960833
O Offspring,,-157.8197778,21.2960278
O Offspring,,-157.8197778,21.2959722
O Offspring,,-157.8197778,21.296
O Offspring,,-157.8177222,21.2969722
O Offspring,,-157.8158611,21.3015
O Offspring,,-157.8182222,21.2943333
O Offspring,,-157.819,21.2933611
O Offspring,,-157.8181111,21.2940278
O Offspring,,-157.8183333,21.2930278
O Offspring,,-157.8180278,21.2934722
